cast_member,country_of_origin,director,original_language,publication_date,audience_average,audience_percent,audience_ratings,critic_average,critic_percent,oscars,awards,nominations,year,month,day,dayofweek,num_actors,action film,comedy film,crime film,drama film,horror film
19226,45,7945,19,1174521600,3.2,60.0,368134.0,5.0,34.0,2,0,0,2007,3,22,3,1,1,1,0,0,0
3492,8,5386,19,504921600,3.9,85.0,25335.0,8.4,100.0,3,21,23,1986,1,1,2,13,0,0,0,1,0
50,45,5345,19,-726883200,4.0,95.0,218013.0,8.9,94.0,5,6,1,1946,12,20,4,46,0,1,0,1,0
9864,45,79,19,0,3.4,63.0,3684.0,6.5,92.0,0,0,0,1970,1,1,3,5,0,1,0,0,0
5610,107,2024,95,1167609600,3.7,72.0,3104.0,6.0,57.0,0,0,0,2007,1,1,0,4,0,0,0,1,0
12202,45,7640,19,1039996800,3.6,89.0,747963.0,7.9,96.0,2,13,41,2002,12,16,0,46,0,1,1,1,0
6042,45,3000,19,944438400,4.1,94.0,812905.0,6.9,80.0,4,15,32,1999,12,6,0,21,0,0,0,1,0
17393,45,4349,19,536457600,3.4,61.0,4775.0,5.6,64.0,0,0,0,1987,1,1,3,5,0,0,0,0,1
129,45,7822,85,378691200,3.9,92.0,131125.0,7.4,83.0,3,0,0,1982,1,1,4,15,0,0,0,1,1
1759,45,4183,19,1083542400,3.2,57.0,608818.0,4.2,23.0,3,20,0,2004,5,3,0,18,1,0,0,0,1
3306,13,2075,19,1356998400,3.6,70.0,1650.0,6.0,78.0,5,6,0,2013,1,1,1,10,0,0,0,1,0
13476,45,5787,19,1041379200,3.6,86.0,210378.0,7.5,80.0,0,0,0,2003,1,1,2,17,0,0,1,1,0
13307,7,7868,13,1262304000,3.3,55.0,2382.0,5.1,42.0,0,0,0,2010,1,1,4,26,1,0,1,0,0
19226,45,2642,19,911520000,3.3,72.0,981884.0,7.9,92.0,0,0,0,1998,11,20,4,1,0,1,0,0,0
13955,45,6074,19,834105600,3.6,85.0,304940.0,6.6,66.0,1,9,8,1996,6,7,4,32,1,0,0,0,0
6526,45,5820,19,1303862400,3.8,76.0,245200.0,6.7,77.0,5,30,0,2011,4,27,2,29,1,0,0,0,0
1908,45,1562,19,1172793600,3.5,77.0,493292.0,7.7,90.0,2,67,0,2007,3,2,4,39,0,0,1,1,0
11957,45,5938,19,1120953600,3.0,51.0,32495264.0,7.2,82.0,1,14,50,2005,7,10,6,29,0,1,0,0,0
5237,45,4175,19,1243641600,4.0,84.0,942548.0,6.8,79.0,0,0,0,2009,5,30,5,24,0,1,0,0,0
12578,45,7024,19,775440000,3.2,67.0,994206.0,6.4,77.0,1,6,19,1994,7,29,4,15,0,1,0,0,0
12918,45,552,19,1239321600,3.2,66.0,379934.0,5.2,43.0,6,10,0,2009,4,10,4,17,0,1,0,0,0
14717,45,7640,19,993772800,3.1,64.0,413647.0,6.6,73.0,2,16,67,2001,6,29,4,37,0,0,0,1,0
7734,45,3929,19,848620800,3.6,89.0,100354.0,7.4,93.0,1,8,20,1996,11,22,4,13,1,0,0,0,0
2867,45,1168,19,454896000,3.3,61.0,64399.0,6.5,79.0,1,7,0,1984,6,1,4,17,1,0,0,0,0
10418,45,2659,19,1199145600,3.4,65.0,21993.0,6.3,67.0,1,0,0,2008,1,1,1,23,1,0,0,1,0
6864,64,3714,19,1136073600,3.6,72.0,11710.0,5.4,38.0,0,0,0,2006,1,1,6,6,0,0,0,1,0
9382,45,3631,19,820454400,3.0,54.0,14741.0,6.0,59.0,0,0,0,1996,1,1,0,12,0,0,0,1,0
3036,45,6074,19,1121990400,3.3,63.0,371895.0,5.4,40.0,1,6,0,2005,7,22,4,23,1,0,0,0,0
1283,45,7027,19,219628800,3.2,42.0,886.0,5.4,50.0,0,0,0,1976,12,17,4,11,0,1,0,0,0
13537,45,4425,19,1041379200,3.0,40.0,462994.0,5.0,43.0,9,20,0,2003,1,1,2,36,1,1,0,0,0
7315,45,4128,19,1340841600,3.9,77.0,814476.0,6.7,73.0,2,31,0,2012,6,28,3,21,1,0,0,0,0
5279,45,432,19,1199145600,3.1,45.0,45151.0,4.1,21.0,1,0,0,2008,1,1,1,11,0,0,0,1,0
5975,7,951,13,1072915200,3.5,75.0,32350.0,6.7,78.0,0,0,0,2004,1,1,3,8,0,0,0,1,0
5829,8,5067,19,-94694400,3.9,84.0,7928.0,7.2,81.0,0,0,0,1967,1,1,6,23,0,0,0,1,0
12524,45,2466,19,230342400,3.9,92.0,153267.0,8.9,97.0,4,26,8,1977,4,20,2,25,0,1,0,0,0
73,45,2662,19,-473385600,4.0,87.0,6679.0,8.1,100.0,0,0,0,1955,1,1,5,7,0,0,0,1,0
18870,45,5370,19,-788918400,4.0,90.0,8780.0,8.2,100.0,4,12,3,1945,1,1,0,6,0,0,0,1,0
8272,26,3360,73,1167609600,4.0,86.0,26616.0,8.4,96.0,1,38,55,2007,1,1,0,14,0,0,0,1,0
4697,45,5209,19,1199145600,2.9,30.0,340567.0,3.7,13.0,2,6,0,2008,1,1,1,13,1,0,0,0,0
13484,45,2047,19,1293840000,3.3,60.0,60556.0,8.1,84.0,3,111,117,2011,1,1,5,10,0,0,0,1,0
3077,45,2473,19,1167609600,4.0,86.0,254463.0,8.4,91.0,2,106,136,2007,1,1,0,6,0,0,0,1,0
3459,8,4304,19,1200528000,3.9,87.0,112290.0,7.3,84.0,1,24,53,2008,1,17,3,15,1,1,1,1,0
4365,45,3505,19,1307232000,2.7,36.0,2493.0,4.4,32.0,0,0,0,2011,6,5,6,16,1,0,0,1,0
8340,45,5042,19,1167609600,3.9,86.0,209564.0,7.7,94.0,1,34,29,2007,1,1,0,13,0,0,1,1,0
14474,45,5877,19,1041379200,2.9,45.0,164272.0,4.7,27.0,0,0,0,2003,1,1,2,19,1,0,0,0,0
18844,45,5387,19,-157766400,2.7,31.0,53.0,5.3,60.0,0,0,0,1965,1,1,4,14,1,0,0,0,0
18939,74,6386,14,1009843200,4.1,88.0,18526.0,7.6,89.0,1,44,7,2002,1,1,1,14,0,0,0,1,0
18900,7,469,13,1262304000,3.6,68.0,576.0,7.9,75.0,0,0,0,2010,1,1,4,6,0,0,0,1,0
318,8,5792,19,-725846400,4.1,89.0,7208.0,8.8,100.0,0,0,0,1947,1,1,2,9,0,0,0,1,0
3603,45,5868,19,725846400,3.6,79.0,12328.0,7.8,86.0,0,0,0,1993,1,1,4,9,0,0,0,1,0
10152,8,6520,19,1072915200,3.7,78.0,11112.0,6.5,63.0,3,1,0,2004,1,1,3,12,0,1,0,1,0
6624,45,2563,19,725846400,2.9,38.0,13779.0,6.3,71.0,0,0,0,1993,1,1,4,7,0,0,0,0,1
11380,45,2117,19,-331516800,2.8,45.0,25133.0,5.0,67.0,0,0,0,1959,7,1,2,14,0,0,0,0,1
11900,15,7533,57,-410227200,4.3,94.0,20016.0,8.8,98.0,0,0,0,1957,1,1,1,7,0,0,0,1,0
6129,8,5313,13,1293840000,3.8,76.0,33178.0,7.3,84.0,0,0,0,2011,1,1,5,13,0,0,0,1,0
1362,15,2591,57,1009843200,4.1,88.0,10192.0,6.6,74.0,0,0,0,2002,1,1,1,8,0,0,0,1,0
6078,7,2997,13,-126230400,4.0,87.0,5473.0,6.4,77.0,0,0,0,1966,1,1,5,12,0,0,0,1,0
11652,7,4170,19,1041379200,2.8,45.0,8232.0,5.1,44.0,1,3,0,2003,1,1,2,3,0,0,0,1,0
5842,45,7752,19,-347155200,3.5,72.0,22693.0,7.2,96.0,0,0,0,1959,1,1,3,7,0,0,0,1,1
7379,51,7309,83,-473385600,3.7,75.0,603.0,5.3,40.0,0,0,0,1955,1,1,5,11,0,1,0,1,0
4012,8,5798,19,-820540800,3.6,75.0,4072.0,8.6,100.0,0,0,0,1944,1,1,5,17,0,0,0,1,0
18329,7,2293,19,1293840000,3.3,51.0,97035.0,5.7,51.0,0,0,0,2011,1,1,5,14,0,0,0,1,0
84,45,4865,19,806889600,2.6,43.0,230372.0,5.2,42.0,1,5,8,1995,7,28,4,15,1,0,0,0,0
19226,45,6881,19,599616000,3.6,83.0,872.0,6.8,83.0,0,0,0,1989,1,1,6,1,0,0,0,1,0
1856,7,1923,19,989107200,3.7,87.0,188487.0,7.6,83.0,1,47,57,2001,5,6,6,30,0,0,0,1,0
3880,45,6105,4,-283996800,3.5,84.0,168667.0,8.3,94.0,0,0,0,1961,1,1,6,10,0,0,0,1,0
5552,45,4611,57,1136073600,3.8,86.0,340928.0,8.2,91.0,1,23,37,2006,1,1,6,14,0,0,0,1,0
19226,45,3001,19,1297641600,3.6,69.0,119740.0,7.6,87.0,0,0,0,2011,2,14,0,1,0,1,0,0,0
5495,8,5503,19,631152000,2.9,53.0,8413.0,4.8,47.0,0,0,0,1990,1,1,0,5,0,1,0,0,0
7382,7,5564,13,252460800,3.6,72.0,3187.0,6.3,60.0,0,0,0,1978,1,1,6,10,0,0,0,1,0
17271,8,4360,19,1072915200,2.7,32.0,9867.0,4.4,24.0,0,0,0,2004,1,1,3,4,0,0,0,1,0
14063,45,7492,19,-1136073600,3.9,85.0,2217.0,9.2,90.0,0,0,0,1934,1,1,0,18,0,0,0,1,0
2656,102,5621,96,694224000,3.7,76.0,7599.0,6.8,71.0,2,8,0,1992,1,1,2,4,1,0,0,0,0
6809,45,2627,19,820454400,3.2,73.0,384032.0,7.5,90.0,3,7,0,1996,1,1,0,12,0,1,0,1,0
18537,45,5715,19,725846400,4.1,94.0,49042.0,5.5,55.0,1,1,0,1993,1,1,4,22,0,0,1,1,0
13308,7,2079,13,-347155200,4.2,89.0,9941.0,9.0,100.0,0,0,0,1959,1,1,3,4,0,0,0,1,0
18735,15,5849,57,-13737600,4.0,88.0,117.0,8.9,100.0,0,0,0,1969,7,26,5,1,0,0,0,1,0
4350,45,1464,19,694224000,3.6,75.0,3138.0,5.8,80.0,0,0,0,1992,1,1,2,18,0,0,0,1,0
4113,45,4529,19,-252460800,3.8,88.0,8804.0,8.0,100.0,0,0,0,1962,1,1,0,5,0,0,0,1,0
8470,45,5672,19,1293840000,3.8,82.0,68399.0,6.6,83.0,1,0,0,2011,1,1,5,17,0,0,1,1,0
11928,45,1627,19,1145836800,3.4,69.0,508399.0,6.6,70.0,7,14,0,2006,4,24,0,45,1,0,0,0,0
6217,45,7484,19,-1325462400,3.4,77.0,959.0,7.8,100.0,0,0,0,1928,1,1,6,6,0,0,0,1,0
9254,45,937,19,631152000,2.7,45.0,5991.0,3.9,29.0,0,0,0,1990,1,1,0,9,0,1,0,1,0
18013,45,5530,19,788918400,2.8,35.0,6644.0,4.5,24.0,0,0,0,1995,1,1,6,19,0,0,0,1,0
7431,8,2703,19,935712000,3.6,77.0,21985.0,6.9,77.0,5,0,0,1999,8,27,4,15,0,0,0,1,0
3404,45,7297,19,1230768000,2.6,32.0,264282.0,3.5,14.0,1,1,0,2009,1,1,3,12,0,1,0,1,0
8363,7,3430,13,1287100800,3.7,72.0,6419.0,6.8,82.0,1,1,5,2010,10,15,4,8,0,1,1,0,0
13951,39,4737,19,757382400,2.8,27.0,673.0,4.2,10.0,0,0,0,1994,1,1,5,6,0,1,0,0,0
9677,45,5117,19,1230768000,3.2,52.0,161359.0,5.8,61.0,1,0,0,2009,1,1,3,9,0,0,1,0,1
3863,45,4248,19,852076800,2.8,40.0,446580.0,5.3,35.0,3,7,0,1997,1,1,2,9,0,0,0,0,1
11801,8,3231,19,504921600,3.8,87.0,38783.0,6.4,65.0,0,0,0,1986,1,1,2,6,0,0,0,1,0
17775,45,2562,19,315532800,3.6,78.0,8994.0,7.8,92.0,0,0,0,1980,1,1,1,14,0,0,0,1,0
3685,20,7427,85,978307200,4.0,91.0,6813.0,7.1,85.0,0,0,0,2001,1,1,0,1,0,1,0,0,0
3723,45,1481,19,315532800,2.9,45.0,804.0,3.6,20.0,2,3,0,1980,1,1,1,10,0,1,0,0,0
3794,7,4819,4,1084924800,4.0,92.0,68662.0,7.5,83.0,1,35,47,2004,5,19,2,32,0,0,0,1,0
17142,45,7114,19,-283996800,4.1,93.0,8573.0,7.6,90.0,0,0,0,1961,1,1,6,30,0,0,0,1,0
3862,45,4855,19,1098403200,2.9,46.0,458600.0,5.1,39.0,0,0,0,2004,10,22,4,12,1,0,0,0,1
7562,16,1724,19,1210204800,3.2,60.0,401264.0,5.1,40.0,0,0,0,2008,5,8,3,20,1,0,0,0,0
17874,61,5789,89,347155200,3.9,84.0,2906.0,7.3,79.0,0,0,0,1981,1,1,3,15,0,0,0,1,0
384,16,6661,20,1062460800,3.6,72.0,3050.0,6.8,71.0,11,5,0,2003,9,2,1,1,0,1,0,1,0
16476,16,6362,20,978307200,4.0,88.0,6820.0,7.5,85.0,0,0,0,2001,1,1,0,9,0,0,0,1,0
12470,45,5223,19,485568000,3.1,60.0,99464.0,4.1,30.0,1,5,4,1985,5,22,2,9,1,0,0,0,0
4705,45,4183,19,988502400,3.3,63.0,748161.0,5.2,47.0,6,16,0,2001,4,29,6,14,1,0,0,0,0
12695,45,4179,19,694224000,3.8,92.0,118935.0,7.1,88.0,1,5,14,1992,1,1,2,13,0,0,0,1,0
4078,90,6171,108,1293840000,3.7,72.0,23695.0,7.6,90.0,0,0,0,2011,1,1,5,2,0,1,0,1,0
13052,45,5527,19,1230768000,3.2,46.0,20795.0,6.2,62.0,0,0,0,2009,1,1,3,13,0,1,0,1,0
1374,45,1495,19,1273795200,3.1,44.0,110688.0,6.0,54.0,1,1,3,2010,5,14,4,26,0,0,0,1,0
11192,16,2559,94,1230768000,3.3,51.0,580.0,6.3,71.0,0,0,0,2009,1,1,3,11,0,0,0,1,0
16242,16,5862,20,1252022400,3.6,70.0,1176.0,6.9,82.0,1,4,0,2009,9,4,4,18,0,0,0,1,0
18197,45,7191,19,-473385600,3.8,84.0,51863.0,8.0,95.0,0,0,0,1955,1,1,5,15,0,0,1,0,0
1985,8,5712,19,485740800,3.1,40.0,73689.0,4.9,36.0,1,2,4,1985,5,24,4,18,1,0,0,0,0
4832,45,4015,19,633744000,2.9,32.0,36248.0,3.5,19.0,1,0,0,1990,1,31,2,11,0,0,0,0,1
2693,45,67,19,1366848000,3.6,70.0,69550.0,7.3,83.0,5,0,0,2013,4,25,3,14,0,0,1,1,0
3530,45,6808,19,788918400,2.7,31.0,49537.0,4.8,36.0,0,0,0,1995,1,1,6,10,0,0,0,0,1
6814,45,4898,19,725846400,2.1,23.0,6492.0,3.2,11.0,0,0,0,1993,1,1,4,9,0,0,0,0,1
3420,45,1284,19,788918400,3.1,33.0,114.0,5.6,44.0,0,0,0,1995,1,1,6,5,0,0,0,1,0
16978,51,591,83,977443200,3.7,76.0,5447.0,5.6,56.0,0,0,0,2000,12,22,4,14,0,0,0,1,0
10626,45,211,19,567993600,2.7,32.0,11055.0,3.2,9.0,1,0,0,1988,1,1,4,22,1,1,0,0,0
14565,45,1280,19,1136073600,3.3,58.0,6645.0,6.3,65.0,0,0,0,2006,1,1,6,22,0,1,0,1,0
12533,8,3149,19,788918400,3.0,51.0,7273.0,5.8,80.0,0,0,0,1995,1,1,6,5,0,0,0,1,1
11116,45,2117,19,-473385600,2.6,28.0,6093.0,4.0,45.0,0,0,0,1955,1,1,5,7,0,0,0,0,1
12441,45,4131,19,31536000,4.1,93.0,56257.0,7.7,86.0,2,2,1,1971,1,1,4,7,0,0,0,1,0
99,45,4634,19,-378691200,3.6,59.0,536.0,4.5,22.0,1,2,6,1958,1,1,2,12,0,0,0,1,0
10842,16,1736,19,1167609600,3.0,44.0,2352.0,4.2,25.0,0,0,0,2007,1,1,0,7,0,0,0,0,1
8256,45,7024,19,820454400,2.8,39.0,126649.0,5.0,36.0,1,3,1,1996,1,1,0,26,1,0,0,0,0
5101,51,3378,83,567388800,3.9,89.0,3977.0,6.6,87.0,1,21,7,1987,12,25,4,26,0,0,0,1,0
11704,45,576,19,473385600,3.4,76.0,49535.0,7.3,91.0,5,4,0,1985,1,1,1,7,0,1,0,0,1
12262,51,3758,84,1045785600,3.8,83.0,1574.0,6.7,75.0,0,0,0,2003,2,21,4,16,0,0,0,1,0
5998,45,4961,19,1168387200,2.9,33.0,798.0,5.2,44.0,0,0,0,2007,1,10,2,1,0,0,0,1,0
4628,45,7791,19,536457600,2.9,35.0,1326.0,5.4,57.0,0,0,0,1987,1,1,3,10,0,0,1,1,0
7761,10,5194,70,-1451692800,3.2,58.0,1764.0,6.8,100.0,0,0,0,1924,1,1,1,7,0,0,0,1,0
16974,103,4645,96,883612800,3.7,79.0,2215.0,8.1,90.0,0,0,0,1998,1,1,3,4,0,0,0,1,0
11049,16,2676,19,1009843200,2.1,14.0,36842.0,2.5,3.0,0,0,0,2002,1,1,1,17,1,0,0,0,0
4857,45,3295,19,788918400,2.5,16.0,4828.0,3.4,17.0,0,0,0,1995,1,1,6,8,0,0,0,1,0
3936,45,4504,19,501897600,3.4,79.0,352118.0,4.9,38.0,9,5,0,1985,11,27,2,11,1,0,0,1,0
16165,51,6757,83,1167609600,3.9,79.0,5661.0,7.7,97.0,0,0,0,2007,1,1,0,8,0,1,0,1,0
5160,45,647,19,-1136073600,4.1,85.0,4544.0,8.3,100.0,0,0,0,1934,1,1,0,12,0,0,0,1,0
9063,45,2147,19,949536000,2.8,37.0,404553.0,5.2,36.0,0,0,0,2000,2,3,3,29,0,0,0,0,1
14523,8,2460,19,1199145600,2.9,33.0,14546.0,3.8,9.0,0,0,0,2008,1,1,1,15,0,0,1,0,0
12902,45,4907,19,1325376000,3.5,68.0,9593.0,6.3,81.0,0,0,0,2012,1,1,6,9,1,0,1,0,0
3856,15,5848,57,-347155200,4.2,92.0,2566.0,8.5,95.0,0,0,0,1959,1,1,3,8,0,0,0,1,0
10611,8,2542,19,-631152000,4.0,89.0,3290.0,7.3,79.0,0,0,0,1950,1,1,6,9,0,0,1,1,0
17984,45,2566,19,104025600,3.5,70.0,23648.0,6.0,71.0,0,0,0,1973,4,19,3,19,0,0,0,1,0
18857,45,5201,19,694224000,2.7,35.0,28365.0,6.0,61.0,0,0,0,1992,1,1,2,11,0,1,0,0,0
16620,45,5821,19,725846400,2.9,30.0,1096.0,4.6,25.0,0,0,0,1993,1,1,4,3,0,0,0,1,0
12712,45,3224,19,283996800,3.6,80.0,18994.0,6.7,81.0,2,1,1,1979,1,1,0,16,0,0,1,1,0
810,7,762,63,-291513600,4.2,94.0,4712.0,8.1,91.0,2,10,7,1960,10,6,3,19,0,0,0,1,0
13523,42,21,89,1161561600,3.7,75.0,641.0,6.2,92.0,0,0,0,2006,10,23,0,3,0,0,0,1,0
16022,45,5870,19,841190400,3.6,84.0,21283.0,6.9,76.0,0,0,0,1996,8,28,2,9,0,0,0,1,0
261,45,5392,19,0,3.7,75.0,473.0,6.9,86.0,0,0,0,1970,1,1,3,18,1,1,0,1,0
10926,51,2641,83,1473292800,4.2,90.0,197.0,7.3,95.0,22,15,0,2016,9,8,3,3,0,0,0,1,0
5075,45,2466,19,1512086400,3.1,42.0,1497.0,5.0,31.0,0,0,0,2017,12,1,4,8,0,0,0,1,0
12248,45,2118,19,1496966400,2.8,44.0,19106.0,7.4,88.0,8,0,0,2017,6,9,4,5,0,0,0,0,1
16066,18,1272,30,1473120000,3.7,70.0,45.0,7.0,79.0,0,0,0,2016,9,6,1,9,0,0,1,1,0
6253,45,3059,19,1504828800,3.9,84.0,10601.0,7.1,82.0,0,0,0,2017,9,8,4,12,0,0,0,1,0
6159,45,5043,19,1492819200,2.9,43.0,2471.0,7.0,85.0,0,0,0,2017,4,22,5,3,0,1,0,0,0
2647,45,8000,19,1437609600,3.6,68.0,246.0,6.2,100.0,0,0,0,2015,7,23,3,1,0,0,0,1,0
13889,45,2521,19,1519344000,3.4,59.0,2780.0,5.8,62.0,0,0,0,2018,2,23,4,3,0,1,0,0,0
19226,72,8000,19,1451606400,2.5,23.0,280.0,5.5,44.0,0,0,0,2016,1,1,4,1,0,0,0,0,1
3089,61,1234,20,1483228800,2.9,33.0,18.0,0.0,20.0,0,0,0,2017,1,1,6,9,0,1,0,0,0
16158,7,2305,13,567993600,3.4,66.0,2502.0,7.0,70.0,0,0,0,1988,1,1,4,10,0,0,0,1,0
5740,90,435,108,1136073600,4.0,88.0,573.0,7.0,83.0,0,0,0,2006,1,1,6,9,0,0,0,1,0
14059,45,7492,19,-1199232000,3.6,71.0,1636.0,7.6,57.0,0,0,0,1932,1,1,4,16,0,0,0,1,0
8749,50,6893,87,-133574400,4.2,94.0,2357.0,8.9,100.0,0,0,0,1965,10,8,4,9,0,0,0,1,0
16961,45,7826,19,631152000,3.6,77.0,1425.0,6.5,69.0,0,0,0,1990,1,1,0,12,0,0,0,1,0
12753,45,4374,19,1276732800,2.4,20.0,170720.0,3.5,12.0,1,4,0,2010,6,17,3,25,1,1,0,0,0
11622,45,6998,19,63072000,3.5,66.0,4683.0,4.8,40.0,0,0,0,1972,1,1,5,5,1,0,1,0,0
5963,45,5749,19,788918400,2.6,29.0,60458.0,3.6,23.0,2,11,0,1995,1,1,6,14,1,0,0,0,1
12990,45,4530,19,915148800,3.2,70.0,38667.0,6.7,71.0,0,0,0,1999,1,1,4,12,0,0,0,1,0
1202,104,3052,101,1230768000,2.9,36.0,4527.0,5.7,43.0,0,0,0,2009,1,1,3,2,1,0,0,0,0
2968,45,6986,19,-63158400,3.0,43.0,2280.0,6.1,67.0,0,0,0,1968,1,1,0,17,0,0,0,1,0
8533,58,5882,63,-200188800,3.5,67.0,1342.0,6.8,71.0,0,0,0,1963,8,29,3,7,0,0,0,0,1
9253,64,1800,19,1072915200,3.3,58.0,1649.0,6.7,80.0,3,0,0,2004,1,1,3,4,0,1,0,0,0
5696,45,7686,19,769996800,2.5,24.0,261003.0,3.7,22.0,6,10,0,1994,5,27,4,11,0,1,0,0,0
4391,45,4791,19,1325376000,3.0,42.0,36837.0,2.9,2.0,1,1,0,2012,1,1,6,15,0,1,0,0,0
9481,45,711,19,1094169600,3.5,79.0,55419.0,4.4,26.0,0,0,0,2004,9,3,4,8,0,0,0,1,0
13901,16,7810,19,1136073600,3.5,76.0,43018.0,4.7,25.0,0,0,0,2006,1,1,6,8,0,0,0,1,0
4256,45,5316,19,1041379200,3.1,64.0,48761.0,4.5,28.0,0,0,0,2003,1,1,2,10,0,0,0,1,0
19053,45,7850,19,1043366400,2.8,34.0,81470.0,3.2,9.0,1,2,0,2003,1,24,4,7,0,0,0,0,1
930,13,5263,19,852076800,3.6,73.0,1666.0,7.3,94.0,0,0,0,1997,1,1,2,4,0,0,0,1,0
2728,45,2567,19,-236649600,3.7,84.0,7809.0,7.0,82.0,4,4,8,1962,7,3,1,13,0,0,0,1,0
5782,45,3277,19,599616000,3.2,76.0,199802.0,5.9,61.0,0,0,0,1989,1,1,6,8,0,1,0,0,0
5066,7,5323,19,1041379200,3.0,47.0,4994.0,5.3,34.0,0,0,0,2003,1,1,2,10,0,0,0,1,0
12485,15,7533,57,-788918400,3.4,59.0,433.0,7.2,86.0,0,0,0,1945,1,1,0,7,0,0,0,1,0
3471,45,6709,19,1105142400,2.6,29.0,257147.0,3.8,10.0,2,0,0,2005,1,8,5,12,1,0,1,1,0
12750,45,4011,19,757382400,3.1,64.0,37580.0,5.0,53.0,0,0,0,1994,1,1,5,11,0,0,0,1,0
398,45,594,19,694224000,2.9,40.0,10035.0,4.8,40.0,0,0,0,1992,1,1,2,10,1,0,0,0,0
6431,58,5577,63,304732800,3.7,69.0,927.0,3.9,50.0,0,0,0,1979,8,29,2,21,0,0,0,1,0
10974,45,5225,19,-410227200,3.7,78.0,3521.0,7.2,100.0,0,0,0,1957,1,1,1,9,0,0,0,1,0
16708,45,5537,19,883612800,3.5,84.0,452075.0,7.5,91.0,6,15,0,1998,1,1,3,17,0,0,0,1,0
4067,45,64,19,-852076800,3.6,65.0,488.0,6.3,83.0,0,0,0,1943,1,1,4,19,0,0,0,1,0
10563,74,7637,116,-452908800,4.4,94.0,5977.0,9.0,98.0,0,0,0,1955,8,26,4,7,0,0,0,1,0
8321,7,6912,13,1243123200,3.0,42.0,19530.0,5.7,52.0,2,0,0,2009,5,24,6,16,0,0,0,1,0
18725,45,5355,19,-63158400,3.8,87.0,130182.0,8.9,97.0,2,1,0,1968,1,1,0,11,0,0,0,0,1
7681,45,1273,19,1293840000,3.7,74.0,19812.0,7.3,89.0,1,8,23,2011,1,1,5,15,0,0,0,1,0
18340,45,5367,19,504921600,3.2,47.0,5247.0,5.5,47.0,0,0,0,1986,1,1,2,20,0,1,0,0,0
17585,8,5792,19,-672796800,4.2,92.0,11630.0,9.0,96.0,2,3,5,1948,9,6,0,11,0,0,0,1,0
16503,39,4685,0,1124323200,3.8,86.0,39176.0,7.4,82.0,0,0,0,2005,8,18,3,4,0,0,1,1,0
3614,45,715,19,395020800,3.4,69.0,72411.0,6.4,70.0,2,2,6,1982,7,9,4,13,1,0,0,0,0
17798,45,5347,19,-157766400,3.8,84.0,3024.0,7.8,100.0,0,0,0,1965,1,1,4,4,0,0,1,1,0
11140,45,6843,19,441763200,3.3,71.0,270120.0,5.6,51.0,2,1,4,1984,1,1,6,7,0,0,0,1,0
19088,45,6815,19,852076800,3.7,75.0,6479.0,4.3,27.0,1,0,0,1997,1,1,2,29,0,1,0,0,0
2210,45,6026,4,1291766400,3.0,42.0,94723.0,4.3,20.0,3,4,1,2010,12,8,2,27,0,0,1,1,0
635,7,1924,13,1041379200,3.5,66.0,3640.0,6.0,57.0,0,0,0,2003,1,1,2,12,0,1,0,0,0
16494,15,894,57,-179107200,3.4,67.0,9556.0,6.8,90.0,1,0,0,1964,4,29,2,11,0,0,0,0,1
14009,20,2849,85,1288310400,3.6,71.0,22084.0,6.7,83.0,11,12,0,2010,10,29,4,10,0,0,0,0,1
11951,8,2783,19,1072915200,3.2,58.0,70892.0,4.7,33.0,0,0,0,2004,1,1,3,14,0,1,0,0,0
8315,8,5614,19,1136073600,3.6,74.0,6280.0,6.6,67.0,0,0,0,2006,1,1,6,1,0,0,1,0,0
7253,45,67,19,1179964800,3.6,75.0,1532360.0,6.4,70.0,1,5,0,2007,5,24,3,31,0,1,0,0,0
18064,45,2676,19,504921600,2.9,36.0,1688.0,4.3,13.0,0,0,0,1986,1,1,2,10,0,0,0,0,1
4292,45,6843,19,441763200,2.9,38.0,3946.0,4.3,25.0,0,0,0,1984,1,1,6,13,0,1,0,0,0
9181,7,5243,13,-1104537600,3.9,92.0,598.0,0.0,100.0,0,0,0,1935,1,1,1,6,0,0,1,1,0
17404,7,6452,13,1199145600,3.4,57.0,3727.0,5.9,63.0,0,0,0,2008,1,1,1,27,0,0,0,1,0
18328,45,608,19,1199145600,3.7,78.0,162359.0,7.0,79.0,5,26,88,2008,1,1,1,7,0,0,0,1,0
16883,102,5877,96,523324800,3.9,90.0,18791.0,7.3,93.0,0,0,0,1986,8,2,5,14,1,0,1,0,0
13715,45,4830,19,1118966400,2.8,38.0,135913.0,5.3,41.0,2,6,0,2005,6,17,4,18,0,1,0,0,0
2931,45,1634,19,1340928000,3.8,73.0,375020.0,6.4,68.0,0,0,0,2012,6,29,4,23,0,1,0,0,0
12601,45,3290,63,1071792000,3.1,60.0,208151.0,5.0,34.0,1,5,0,2003,12,19,4,23,0,1,0,1,0
10898,8,5796,4,797212800,4.3,94.0,5268.0,7.7,77.0,8,4,0,1995,4,7,4,46,0,0,0,1,0
2427,9,5872,68,694224000,3.9,85.0,2772.0,8.0,85.0,15,3,0,1992,1,1,2,2,0,0,0,1,0
12429,45,5373,19,126230400,4.2,93.0,77352.0,9.3,98.0,1,20,24,1974,1,1,1,18,0,0,1,1,0
484,45,5347,19,-757382400,4.2,92.0,10688.0,8.6,96.0,7,14,2,1946,1,1,1,18,0,0,0,1,0
